iter	RMSE
588	1.661279958
589	1.661258453
590	1.661240213
591	1.66121905
592	1.661199377
593	1.661185312
594	1.661159558
595	1.661134927
596	1.661116978
597	1.661105112
598	1.661092345
599	1.661085911
600	1.661067508
601	1.661034121
602	1.661018151
603	1.661012302
604	1.660995221
605	1.660969928
606	1.660950941
607	1.660947459
608	1.660923006
609	1.66090846
610	1.660888673
611	1.660870599
612	1.660852789
613	1.660836501
614	1.660824086
615	1.660807429
616	1.660788078
617	1.660771456
618	1.660760632
619	1.660743883
620	1.660727536
621	1.660694309
622	1.660664106
623	1.660644667
624	1.660627426
625	1.660609802
626	1.660595281
627	1.660568699
628	1.66055289
629	1.660533841
630	1.660518035
631	1.660494796
632	1.660481692
633	1.66046111
634	1.660441948
635	1.660430515
636	1.660410576
637	1.66038671
638	1.660361566
639	1.660347445
640	1.660336409
641	1.660321921
642	1.660297702
643	1.660297243
644	1.660282888
645	1.660268314
646	1.66024851
647	1.660227329
648	1.660206258
649	1.660186808
650	1.660173043
651	1.660154172
652	1.660137103
653	1.660121236
654	1.660101866
655	1.66008675
656	1.660068128
657	1.660053124
658	1.660038013
659	1.660023913
660	1.660005565
661	1.659991806
662	1.65996835
663	1.659950072
664	1.659931863
665	1.659912459
666	1.659897105
667	1.659880536
668	1.659859953
669	1.659835323
670	1.659823441
671	1.659813315
672	1.659791382
673	1.659779078
674	1.659760815
675	1.659740111
676	1.65972336
677	1.659706603
678	1.65969509
679	1.659671827
680	1.659648515
681	1.659628178
682	1.659614743
683	1.659591694
684	1.659575881
685	1.659558648
686	1.659542632
687	1.659520095
688	1.659501022
689	1.659481784
690	1.659468121
691	1.659446656
692	1.659432711
693	1.659414736
694	1.659400892
695	1.659381017
696	1.659357927
697	1.659341671
698	1.659325144
699	1.659309939
700	1.659290543
701	1.659268434
702	1.659254524
703	1.659241744
704	1.659227391
705	1.659203923
706	1.659194752
707	1.659179637
708	1.659155774
709	1.659123232
710	1.659099656
711	1.659085008
712	1.659073435
713	1.659050759
714	1.659029475
715	1.659016772
716	1.658993005
717	1.658974622
718	1.65896139
719	1.658944852
720	1.658912703
721	1.658897112
722	1.658883597
723	1.658869093
724	1.658846756
725	1.658819101
726	1.6587987
727	1.658784532
728	1.65876703
729	1.658754574
730	1.658744784
731	1.658727612
732	1.658707165
733	1.6586793
734	1.65866446
735	1.658649218
736	1.658626971
737	1.65861217
738	1.658605447
739	1.658574983
740	1.658556785
741	1.658540963
742	1.658525978
743	1.658511648
744	1.658495374
745	1.65846927
746	1.658433069
747	1.65841286
748	1.658399954
749	1.658382335
750	1.658361449
751	1.658345768
752	1.658326598
753	1.658313246
754	1.658298583
755	1.658276595
756	1.658268117
757	1.65824998
758	1.65824257
759	1.658225437
760	1.658200886
761	1.658185869
762	1.658167863
763	1.658148168
764	1.658129775
765	1.658119736
766	1.658116344
767	1.658098838
768	1.658070952
769	1.658055281
770	1.658044473
771	1.658021598
772	1.658005956
773	1.657991003
774	1.657980378
775	1.657962053
776	1.657944708
777	1.657921881
778	1.657903985
779	1.657895658
780	1.657875883
781	1.657862324
782	1.657847776
783	1.657825779
784	1.657807891
785	1.657796184
786	1.657779264
787	1.657757229
788	1.657748258
789	1.657731716
790	1.657712821
791	1.657679515
792	1.657657783
793	1.657639724
794	1.657627225
795	1.657614657
796	1.657597506
797	1.657574635
798	1.657564914
799	1.657545405
800	1.65753553
801	1.657512877
802	1.657496018
803	1.657477956
804	1.657467444
805	1.657450058
806	1.657432722
807	1.657416096
808	1.657397183
809	1.657374982
810	1.657349873
811	1.657337603
812	1.657321461
813	1.657305822
814	1.657287787
815	1.657267228
816	1.657257843
817	1.657238465
818	1.65722601
819	1.65721644
820	1.657198853
821	1.657185772
822	1.657172884
823	1.657155871
824	1.657137391
825	1.657124465
826	1.657102276
827	1.657087585
828	1.657068238
829	1.657050671
830	1.657037796
831	1.656996074
832	1.656984586
833	1.656965399
834	1.656944566
835	1.65692923
836	1.656911098
837	1.65689518
838	1.656871506
839	1.656863695
840	1.656850634
841	1.656831938
842	1.656808522
843	1.656789985
844	1.656763859
845	1.65674831
846	1.656744689
847	1.656729899
848	1.656717886
849	1.656700763
850	1.65668433
851	1.656668066
852	1.656652477
853	1.656636749
854	1.656620128
855	1.656606912
856	1.656594054
857	1.656581163
858	1.656563126
859	1.656553331
860	1.656531507
861	1.656518656
862	1.656498253
863	1.656481696
864	1.656465529
865	1.656453258
866	1.656441159
867	1.656425959
868	1.656412158
869	1.656399014
870	1.656376474
871	1.656362622
872	1.656352833
873	1.65634241
874	1.656323992
875	1.656308811
876	1.656294429
877	1.65627835
878	1.656248674
879	1.656233797
880	1.656222057
881	1.656202429
882	1.656180263
883	1.656168321
884	1.656155597
885	1.656144123
886	1.65611874
887	1.656099265
888	1.656082869
889	1.656055879
890	1.656033196
891	1.656010899
892	1.655995482
893	1.655979417
894	1.655967302
895	1.655953517
896	1.655932258
897	1.655920101
898	1.65589889
899	1.655885147
900	1.655873626
901	1.655863006
902	1.655844156
903	1.65583116
904	1.655818041
905	1.655805725
906	1.65580211
907	1.655793377
908	1.655774641
909	1.65575886
910	1.655745542
911	1.655725916
912	1.655717498
913	1.655706155
914	1.655685843
915	1.65567326
916	1.655658502
917	1.655644109
918	1.655630185
919	1.655614706
920	1.655597812
921	1.655579077
922	1.655559326
923	1.655547348
924	1.655531909
925	1.655517917
926	1.655492573
927	1.655484132
928	1.655462373
929	1.655447535
930	1.655431337
931	1.655417739
932	1.655407619
933	1.65539364
934	1.655374347
935	1.655359423
936	1.655344226
937	1.655331974
938	1.655329223
939	1.655304604
940	1.655287391
941	1.655269353
942	1.655254932
943	1.655235834
944	1.655221748
945	1.655209444
946	1.655197177
947	1.655183119
948	1.655163603
949	1.655156771
950	1.65512661
951	1.655114693
952	1.655103595
953	1.655086762
954	1.655071685
955	1.655054503
956	1.655037887
957	1.655028174
958	1.655016914
959	1.654999698
960	1.654988134
961	1.654973567
962	1.654956129
963	1.654924658
964	1.654911207
965	1.654891166
966	1.654872339
967	1.654851181
968	1.654839414
969	1.654830232
970	1.654809317
971	1.654795233
972	1.654790161
973	1.654781013
974	1.65476301
975	1.654746372
976	1.65472645
977	1.654701067
978	1.654689068
979	1.654673029
980	1.654655953
981	1.654634817
982	1.654605888
983	1.654593112
984	1.654576247
985	1.654561281
986	1.654550956
987	1.654527498
988	1.654515983
989	1.654500053
990	1.654485118
991	1.654471854
992	1.654452838
993	1.654440385
994	1.654420699
995	1.654404653
996	1.654382581
997	1.654373491
998	1.654367189
999	1.654345741
1000	1.654328309
1001	1.654312026
1002	1.654298628
1003	1.654284148
1004	1.654267009
1005	1.654254807
1006	1.65423619
1007	1.654222212
1008	1.654209656
1009	1.65419511
1010	1.654183154
1011	1.654170854
1012	1.65416467
1013	1.654150005
1014	1.654134546
1015	1.65411793
1016	1.654108194
1017	1.654099546
1018	1.654085609
1019	1.654069834
1020	1.654054299
1021	1.654043254
1022	1.654031722
1023	1.654021796
1024	1.654007963
1025	1.654000806
1026	1.653974607
1027	1.653960002
1028	1.653946552
1029	1.653944321
1030	1.653925789
1031	1.653905149
1032	1.653885746
1033	1.653857236
1034	1.653843721
1035	1.653841595
1036	1.653821164
1037	1.653806196
1038	1.653802373
1039	1.65378033
1040	1.65377486
1041	1.653756885
1042	1.653745447
1043	1.65372621
1044	1.653711713
1045	1.653698245
1046	1.653686422
1047	1.653673667
1048	1.653660289
1049	1.653632854
1050	1.65361019
1051	1.653590816
1052	1.653580713
1053	1.653564388
1054	1.653545249
1055	1.653539937
1056	1.653526434
1057	1.65351232
1058	1.653504527
1059	1.653492277
1060	1.653480273
1061	1.653465774
1062	1.653449834
1063	1.653428016
1064	1.653421165
1065	1.653408688
1066	1.653383054
1067	1.653368593
1068	1.653356031
1069	1.653340484
1070	1.65332764
1071	1.653312624
1072	1.653294472
1073	1.653280415
1074	1.653276703
1075	1.653261603
1076	1.653244043
1077	1.653222298
1078	1.653211268
1079	1.653195402
1080	1.653179121
1081	1.653158027
1082	1.653141486
1083	1.653118051
1084	1.653097649
1085	1.65308419
1086	1.653076146
1087	1.653063375
1088	1.653049271
1089	1.653035122
1090	1.65301499
1091	1.653004064
1092	1.653001654
1093	1.652981965
1094	1.652979979
1095	1.652969766
1096	1.652960004
1097	1.652949963
1098	1.65294565
1099	1.65292509
1100	1.652915099
1101	1.652890909
1102	1.652880533
1103	1.6528647
1104	1.652851147
1105	1.652823405
1106	1.652810062
1107	1.652790631
1108	1.652772694
1109	1.652754758
1110	1.652742499
1111	1.652727221
1112	1.652708101
1113	1.65268683
1114	1.652672453
1115	1.652661122
1116	1.652644474
1117	1.652625106
1118	1.652613816
1119	1.65259584
1120	1.652582587
1121	1.652560046
1122	1.652539896
1123	1.65252807
1124	1.65251104
1125	1.652496031
1126	1.652477312
1127	1.652474282
1128	1.652455114
1129	1.652445787
1130	1.652428554
1131	1.652416139
1132	1.652398984
1133	1.652383389
1134	1.652371252
1135	1.652345505
1136	1.652334918
1137	1.652315433
1138	1.652297999
1139	1.652286057
1140	1.652277799
1141	1.65226274
1142	1.652241159
1143	1.652227091
1144	1.65221389
1145	1.652198673
1146	1.652181092
1147	1.65217279
1148	1.652161171
1149	1.652154183
1150	1.652136104
1151	1.652123478
1152	1.652114628
1153	1.652101375
1154	1.652085958
1155	1.652073742
1156	1.652067926
1157	1.652044703
1158	1.652030177
1159	1.65201469
1160	1.652006107
1161	1.651986087
1162	1.651970202
1163	1.651955502
1164	1.651946633
1165	1.651941192
1166	1.651923649
1167	1.651905527
1168	1.651887252
1169	1.651869748
1170	1.651852622
1171	1.651834807
1172	1.65181948
1173	1.651806545
1174	1.651790395
1175	1.651779877
1176	1.651771937
1177	1.651754639
1178	1.651740901
1179	1.651720149
1180	1.651690911
1181	1.651678819
1182	1.651665201
1183	1.651652353
1184	1.651630594
1185	1.651615983
1186	1.651601589
1187	1.651588342
1188	1.65157342
1189	1.651558845
1190	1.651535013
1191	1.651523349
1192	1.65151242
1193	1.65149524
1194	1.651485143
1195	1.651470148
1196	1.651461295
1197	1.651448668
1198	1.651440851
1199	1.651428285
1200	1.651408416
1201	1.651393691
1202	1.651387959
1203	1.651368914
1204	1.651358438
1205	1.651349406
1206	1.651346201
1207	1.651334864
1208	1.65131917
1209	1.651303655
1210	1.65129548
1211	1.651281089
1212	1.651263308
1213	1.651252726
1214	1.651242838
1215	1.651229724
1216	1.651211773
1217	1.651199041
1218	1.651185676
1219	1.651169608
1220	1.65115926
1221	1.651145756
1222	1.651129164
1223	1.651118456
1224	1.651116402
1225	1.651105719
1226	1.651094817
1227	1.651078872
1228	1.651061908
1229	1.651052014
1230	1.651037732
1231	1.651023809
1232	1.6510108
1233	1.650992604
1234	1.650981776
1235	1.650973486
1236	1.650955607
1237	1.650953741
1238	1.650938339
1239	1.650927238
1240	1.650918478
1241	1.65090351
1242	1.650893505
1243	1.650875063
